Fecha,cantidad_servicios,tiempo_asignacion_prom,tiempo_arribo_prom,tiempo_respuesta_prom,Cantidad Camb.Color,Cantidad Reclamos,Cantidad Rechazos Internac.,Ciclo Vida_ADULTO MAY,Ciclo Vida_NEONATAL,Ciclo Vida_PEDIATRICO,Sexo_F,Sexo_M,Zona Inicial_INTERIOR,Zona Inicial_NOROESTE,Zona Inicial_NORTE,Zona Inicial_OESTE,Zona Inicial_SUR,Zona Inicial_Z-CHACO,Zona Inicial_Z-CORDOBA,Zona Inicial_Z-CORRIENTES,Zona Inicial_Z-ENTRE RIOS,Zona Inicial_Z-MENDOZA,Zona Inicial_Z-RIO NEGRO,Zona Inicial_Z-SALTA,Zona Inicial_Z-SAN JUAN,Zona Inicial_Z-SAN LUIS,Zona Inicial_Z-SANTA FE,Zona Inicial_Z-SANTIAGO DEL ESTERO,Zona Inicial_Z-TUCUMAN,Provincia_CAPITAL FEDERAL,Provincia_CHACO,Provincia_CONURBANO,Provincia_CORDOBA,Provincia_CORRIENTES,Provincia_ENTRE RIOS,Provincia_MENDOZA,Provincia_RIO NEGRO,Provincia_SALTA,Provincia_SAN JUAN,Provincia_SAN LUIS,Provincia_SANTA FE,Provincia_SANTIAGO DEL ESTERO,Provincia_TUCUMAN
2023-10-12,17,0 days 00:38:54.882352941,0 days 03:06:06.529411764,0 days 03:50:56.411764705,5.0,1.0,0.0,4,0,5,7,10,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-10-13,12,0 days 01:12:03.916666666,0 days 02:53:42.250000,0 days 02:14:21.416666666,1.0,4.0,0.0,4,0,6,9,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,21,0 days 01:08:31.714285714,0 days 03:29:41.619047619,0 days 03:41:31.380952380,5.0,0.0,0.0,7,0,6,11,10,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0
2023-10-15,7,0 days 04:27:31,0 days 01:43:07.857142857,0 days 06:11:57.285714285,0.0,1.0,0.0,2,0,1,5,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-10-16,13,0 days 00:04:03.846153846,0 days 01:49:25.230769230,0 days 01:55:14.461538461,4.0,0.0,0.0,8,0,1,7,6,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-10-17,24,0 days 00:51:01.541666666,0 days 02:59:02.166666666,0 days 03:12:57.750000,1.0,1.0,0.0,4,0,8,15,9,1,1,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0
2023-10-18,20,0 days 00:17:32.700000,0 days 02:55:47.800000,0 days 03:04:34.600000,1.0,2.0,0.0,5,0,8,13,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,30,0 days 01:00:54.533333333,0 days 04:20:37.733333333,0 days 04:36:42.133333333,8.0,5.0,0.0,4,0,4,19,11,1,2,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0
2023-10-20,17,0 days 00:13:11.176470588,0 days 05:39:10.352941176,0 days 05:54:51,3.0,3.0,0.0,4,0,8,9,8,3,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-10-21,4,0 days 03:06:10,0 days 01:21:57.750000,0 days 04:29:07.250000,1.0,1.0,0.0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2023-10-22,11,0 days 00:15:32,0 days 02:54:19.636363636,0 days 03:11:00,0.0,1.0,0.0,3,0,2,8,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-10-23,28,0 days 01:03:35.392857142,0 days 03:14:53.142857142,0 days 03:31:18.928571428,2.0,3.0,1.0,3,0,9,14,14,1,2,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,15,0,9,0,0,1,0,0,0,0,0,0,0,0
2023-10-24,18,0 days 00:56:40.777777777,0 days 02:47:49.944444444,0 days 03:47:42.888888888,1.0,8.0,0.0,3,0,4,14,4,1,1,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0
2023-10-25,16,0 days 01:08:50.437500,0 days 03:01:32.312500,0 days 04:11:54.312500,0.0,4.0,0.0,4,0,2,13,3,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,20,0 days 00:17:54.650000,0 days 04:05:26.950000,0 days 04:45:23.500000,1.0,0.0,0.0,6,0,5,11,9,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,14,0 days 01:21:26.428571428,0 days 04:17:08.428571428,0 days 03:32:22.285714285,2.0,0.0,0.0,5,0,4,10,4,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,12,0 days 00:20:07.083333333,0 days 04:30:01.583333333,0 days 03:52:12.833333333,2.0,1.0,0.0,7,0,3,6,6,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,5,0 days 00:11:29.200000,0 days 03:45:34.600000,0 days 03:58:11.200000,0.0,0.0,0.0,1,0,1,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,18,0 days 00:39:35.555555555,0 days 02:56:44.777777777,0 days 03:38:29.166666666,0.0,4.0,0.0,2,0,3,13,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,15,0 days 00:43:52,0 days 03:52:55.800000,0 days 04:40:28.533333333,1.0,4.0,0.0,2,0,3,9,6,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,16,0 days 00:10:25.375000,0 days 02:49:14.437500,0 days 03:01:05.187500,1.0,0.0,0.0,4,0,3,10,6,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,19,0 days 00:29:40.736842105,0 days 04:25:36.526315789,0 days 04:57:45.368421052,1.0,4.0,0.0,2,0,8,14,5,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,11,0 days 00:22:15.909090909,0 days 03:27:05,0 days 03:51:21.363636363,0.0,6.0,0.0,0,0,5,2,9,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,14,0 days 01:20:04.428571428,0 days 04:05:12.142857142,0 days 05:26:34.714285714,0.0,1.0,0.0,1,0,6,7,7,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,7,0 days 00:16:59,0 days 01:41:11.142857142,0 days 01:59:28,0.0,0.0,0.0,1,0,3,4,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,34,0 days 00:11:02.235294117,0 days 04:01:46.411764705,0 days 04:33:29.500000,4.0,6.0,0.0,6,0,10,26,8,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,16,0 days 00:33:56.187500,0 days 04:24:42.875000,0 days 05:00:32.562500,4.0,5.0,0.0,2,0,2,9,7,0,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,22,0 days 00:59:07.181818181,0 days 02:01:39.590909090,0 days 03:20:49,1.0,3.0,0.0,6,0,4,14,8,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,20,0 days 00:16:42.300000,0 days 01:42:10.750000,0 days 02:52:32.550000,1.0,2.0,0.0,2,0,6,13,7,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-10,17,0 days 00:36:48.705882352,0 days 03:40:15.764705882,0 days 05:01:17.647058823,1.0,7.0,0.0,6,0,4,13,4,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,14,0 days 00:51:13.500000,0 days 02:00:51.785714285,0 days 02:07:59.642857142,0.0,0.0,0.0,4,0,7,9,5,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,11,0 days 00:03:34.727272727,0 days 01:20:29.454545454,0 days 01:25:25.545454545,0.0,0.0,0.0,3,0,3,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
2023-11-13,22,0 days 00:13:50.954545454,0 days 04:16:29.636363636,0 days 04:35:27.500000,3.0,4.0,0.0,4,0,8,18,4,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,21,0 days 00:38:07.142857142,0 days 02:49:19.904761904,0 days 03:55:07.952380952,3.0,3.0,0.0,5,0,5,13,8,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,25,0 days 00:29:21.160000,0 days 02:00:21.280000,0 days 02:35:35.160000,7.0,2.0,0.0,6,0,7,14,11,0,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,19,0 days 00:09:42.578947368,0 days 01:59:57.157894736,0 days 02:32:15.578947368,0.0,1.0,0.0,8,0,4,13,6,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,16,0 days 00:48:19,0 days 04:16:17.562500,0 days 05:07:02.312500,1.0,2.0,0.0,5,0,4,10,6,0,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,9,0 days 01:46:25.111111111,0 days 04:34:20.111111111,0 days 05:34:02.888888888,0.0,4.0,0.0,3,0,4,8,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-19,5,0 days 00:02:56,0 days 01:19:15.200000,0 days 01:36:01.600000,0.0,0.0,0.0,2,0,0,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-20,11,0 days 00:07:13.909090909,0 days 01:19:42.181818181,0 days 01:28:43.363636363,0.0,1.0,0.0,4,0,2,6,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,24,0 days 00:20:05.333333333,0 days 02:11:42.291666666,0 days 02:47:09,1.0,2.0,0.0,6,0,9,12,12,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,25,0 days 00:16:33.800000,0 days 01:49:27.920000,0 days 02:46:22.920000,3.0,7.0,0.0,7,0,8,12,13,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,20,0 days 00:05:26.600000,0 days 03:34:37.550000,0 days 03:03:36.200000,3.0,1.0,0.0,4,0,4,11,9,2,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,7,0 days 00:03:03.285714285,0 days 02:37:38,0 days 03:18:26,2.0,0.0,0.0,2,0,1,5,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,7,0 days 00:09:33.142857142,0 days 01:47:13.142857142,0 days 01:58:20,0.0,1.0,0.0,3,0,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,15,0 days 00:09:37.733333333,0 days 02:07:44.800000,0 days 03:21:32.400000,1.0,1.0,0.0,2,0,4,8,7,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,24,0 days 00:46:45.750000,0 days 04:19:21.750000,0 days 04:36:34.583333333,1.0,3.0,0.0,2,0,9,15,9,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,20,0 days 00:14:07.550000,0 days 04:04:33.150000,0 days 04:21:13.250000,1.0,4.0,0.0,5,0,9,9,11,0,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,18,0 days 00:05:21.777777777,0 days 02:40:49.722222222,0 days 03:04:57.777777777,0.0,2.0,0.0,5,0,2,10,8,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,19,0 days 00:30:27.210526315,0 days 02:44:25.263157894,0 days 03:17:33.315789473,1.0,0.0,0.0,4,0,4,13,6,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,10,0 days 02:02:57.500000,0 days 04:30:48.500000,0 days 03:32:45.700000,0.0,2.0,0.0,5,0,5,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,3,0 days 00:24:58.666666666,0 days 01:08:38,0 days 01:35:01,1.0,0.0,0.0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-03,5,0 days 00:11:27.800000,0 days 01:48:40.200000,0 days 02:25:15.400000,0.0,2.0,0.0,2,0,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,21,0 days 00:48:35.047619047,0 days 02:35:30.142857142,0 days 03:55:50.428571428,3.0,7.0,0.0,6,0,3,15,6,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,15,0 days 00:19:40.800000,0 days 01:28:32.066666666,0 days 03:20:41.066666666,5.0,2.0,0.0,1,0,2,9,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-06,12,0 days 00:08:22.666666666,0 days 02:17:05.333333333,0 days 02:55:10.500000,1.0,1.0,0.0,3,0,4,5,7,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-12-07,18,0 days 00:24:35.333333333,0 days 02:51:12.500000,0 days 04:30:14,4.0,3.0,0.0,7,0,3,13,5,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-12-08,9,0 days 01:37:37.777777777,0 days 01:29:07.555555555,0 days 03:28:18.666666666,0.0,1.0,0.0,3,0,0,5,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-09,9,0 days 00:21:39.666666666,0 days 01:22:17.333333333,0 days 01:46:32.444444444,0.0,1.0,0.0,4,0,2,4,5,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-12-10,11,0 days 00:10:05.909090909,0 days 01:55:22.181818181,0 days 02:23:57,1.0,1.0,0.0,4,0,1,8,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,1,0,0
2023-12-11,15,0 days 00:14:46.266666666,0 days 04:17:35.266666666,0 days 05:05:11.333333333,2.0,2.0,0.0,5,0,3,6,9,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-12-12,9,0 days 00:34:23.222222222,0 days 02:58:36.444444444,0 days 03:35:48.555555555,4.0,6.0,0.0,2,0,0,4,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-12-13,15,0 days 00:14:01.733333333,0 days 03:07:32.866666666,0 days 03:23:22,4.0,4.0,0.0,3,0,4,11,4,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-12-14,17,0 days 00:26:00.764705882,0 days 02:41:53.941176470,0 days 03:10:29.882352941,2.0,5.0,0.0,3,0,6,8,9,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-12-15,8,0 days 00:08:46.500000,0 days 02:09:52,0 days 02:25:47.625000,2.0,1.0,0.0,3,0,1,4,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-16,14,0 days 00:17:59.500000,0 days 02:56:25.571428571,0 days 04:32:00.714285714,2.0,0.0,0.0,4,0,6,6,8,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-12-17,3,0 days 00:08:49.666666666,0 days 03:09:37,0 days 03:20:37,0.0,0.0,0.0,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-18,11,0 days 00:12:32.272727272,0 days 03:40:56.181818181,0 days 03:57:17,1.0,3.0,0.0,7,0,0,5,6,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-19,12,0 days 01:02:28.666666666,0 days 03:08:19.916666666,0 days 04:19:21.250000,1.0,5.0,0.0,5,0,2,8,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-20,21,0 days 00:07:17,0 days 02:39:13.380952380,0 days 02:53:29.190476190,1.0,5.0,0.0,5,0,3,10,11,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0
2023-12-21,22,0 days 00:18:38.500000,0 days 02:49:29.318181818,0 days 03:11:35.181818181,5.0,6.0,0.0,10,0,4,14,8,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-12-22,10,0 days 00:13:40.100000,0 days 05:20:12.400000,0 days 05:36:29.800000,2.0,2.0,0.0,1,0,4,5,5,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
2023-12-23,8,0 days 00:04:22.875000,0 days 01:37:33,0 days 01:45:04.250000,0.0,1.0,0.0,3,0,2,5,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-24,4,0 days 00:54:32.500000,0 days 02:12:01.500000,0 days 03:21:58.250000,1.0,0.0,0.0,0,0,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2023-12-25,4,0 days 00:02:04,0 days 01:19:21.750000,0 days 01:23:58.250000,0.0,2.0,0.0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-26,22,0 days 01:03:22.090909090,0 days 03:16:11.136363636,0 days 03:12:32.500000,3.0,3.0,0.0,9,0,0,12,10,0,0,5,1,3,0,0,1,0,0,1,0,0,0,0,0,0,11,0,7,0,1,0,0,1,0,0,0,0,0,0
2023-12-27,15,0 days 00:24:10.333333333,0 days 02:41:54.466666666,0 days 03:09:17.400000,1.0,2.0,0.0,6,0,2,9,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-12-28,14,0 days 00:37:26.285714285,0 days 02:14:18.285714285,0 days 02:54:32.857142857,1.0,2.0,0.0,7,0,2,6,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
2023-12-29,18,0 days 00:17:26.888888888,0 days 03:16:25.388888888,0 days 03:32:26.444444444,2.0,12.0,0.0,7,0,3,11,7,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,0,0,0,0,0
2023-12-30,8,0 days 04:09:03,0 days 03:17:13,0 days 03:35:33,3.0,2.0,0.0,3,0,2,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-12-31,11,0 days 01:19:04.727272727,0 days 01:53:11.818181818,0 days 03:13:21.545454545,0.0,3.0,0.0,3,0,2,6,5,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-01-01,3,0 days 00:09:32.333333333,0 days 02:22:23.333333333,0 days 07:16:46.666666666,0.0,0.0,0.0,2,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-02,23,0 days 01:01:52.130434782,0 days 01:53:57.217391304,0 days 03:47:59.565217391,0.0,10.0,0.0,8,0,3,15,8,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,0
2024-01-03,24,0 days 00:34:08.500000,0 days 03:08:51.458333333,0 days 03:36:37.583333333,3.0,5.0,0.0,6,0,2,13,11,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-01-04,12,0 days 00:31:08.666666666,0 days 04:21:17.083333333,0 days 05:43:22.666666666,1.0,1.0,0.0,4,0,0,7,5,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-01-05,10,0 days 00:06:55.200000,0 days 02:34:09.700000,0 days 03:26:37.300000,0.0,2.0,0.0,4,0,2,4,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-01-06,11,0 days 00:08:03.636363636,0 days 03:34:13.272727272,0 days 02:34:15.454545454,0.0,3.0,0.0,6,0,1,8,3,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0
2024-01-07,9,0 days 01:05:26.222222222,0 days 05:13:10.333333333,0 days 06:20:01.222222222,0.0,2.0,0.0,2,0,1,3,6,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-01-08,19,0 days 00:16:30.368421052,0 days 02:59:28.157894736,0 days 02:59:27.947368421,2.0,5.0,0.0,8,0,2,15,4,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-01-09,18,0 days 00:26:54.166666666,0 days 03:37:49.500000,0 days 04:07:15.222222222,4.0,6.0,0.0,5,0,2,11,7,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-01-10,16,0 days 01:08:18.250000,0 days 01:40:06.437500,0 days 02:49:40.187500,2.0,2.0,0.0,6,0,0,12,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0
2024-01-11,18,0 days 00:10:33.444444444,0 days 04:35:01.666666666,0 days 04:48:40.444444444,2.0,2.0,0.0,8,0,3,13,5,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
2024-01-12,11,0 days 00:26:14.181818181,0 days 02:14:59.636363636,0 days 02:42:54.636363636,2.0,2.0,0.0,5,0,1,7,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0
2024-01-13,8,0 days 02:23:35.500000,0 days 04:34:23.625000,0 days 02:43:53.750000,2.0,5.0,0.0,2,0,2,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-01-14,12,0 days 00:15:37,0 days 03:36:39.500000,0 days 03:57:12.333333333,1.0,2.0,0.0,7,0,2,8,4,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
2024-01-15,20,0 days 00:05:59.400000,0 days 04:54:13,0 days 04:24:31.750000,1.0,5.0,0.0,4,0,1,10,10,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0
2024-01-16,23,0 days 00:30:42.826086956,0 days 01:49:06.695652173,0 days 02:31:50.260869565,3.0,6.0,0.0,4,0,4,15,8,3,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0
2024-01-17,23,0 days 00:06:13.956521739,0 days 02:20:11,0 days 02:32:09.826086956,2.0,0.0,0.0,15,0,1,14,9,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0
2024-01-18,26,0 days 00:15:23.269230769,0 days 02:19:55.923076923,0 days 02:55:07.538461538,4.0,0.0,0.0,6,0,4,15,11,0,1,7,1,2,0,0,0,0,0,0,0,0,0,1,0,0,14,0,11,0,0,0,0,0,0,0,0,1,0,0
2024-01-19,6,0 days 00:26:05.666666666,0 days 03:10:29.666666666,0 days 04:23:02.666666666,1.0,0.0,0.0,1,0,1,2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
