Fecha,cantidad_servicios,tiempo_asignacion_prom,tiempo_arribo_prom,tiempo_respuesta_prom,Cantidad Camb.Color,Cantidad Reclamos,Cantidad Rechazos Internac.,Ciclo Vida_ADULTO MAY,Ciclo Vida_NEONATAL,Ciclo Vida_PEDIATRICO,Sexo_F,Sexo_M,Zona Inicial_INTERIOR,Zona Inicial_NOROESTE,Zona Inicial_NORTE,Zona Inicial_OESTE,Zona Inicial_SUR,Zona Inicial_Z-CHACO,Zona Inicial_Z-CORDOBA,Zona Inicial_Z-CORRIENTES,Zona Inicial_Z-ENTRE RIOS,Zona Inicial_Z-MENDOZA,Zona Inicial_Z-RIO NEGRO,Zona Inicial_Z-SALTA,Zona Inicial_Z-SAN JUAN,Zona Inicial_Z-SAN LUIS,Zona Inicial_Z-SANTA FE,Zona Inicial_Z-SANTIAGO DEL ESTERO,Zona Inicial_Z-TUCUMAN,Provincia_CAPITAL FEDERAL,Provincia_CHACO,Provincia_CONURBANO,Provincia_CORDOBA,Provincia_CORRIENTES,Provincia_ENTRE RIOS,Provincia_MENDOZA,Provincia_RIO NEGRO,Provincia_SALTA,Provincia_SAN JUAN,Provincia_SAN LUIS,Provincia_SANTA FE,Provincia_SANTIAGO DEL ESTERO,Provincia_TUCUMAN
2022-10-01,31,0 days 00:13:20.967741935,0 days 03:31:49.580645161,0 days 03:45:17.806451612,5.0,6.0,0.0,4,0,12,17,14,1,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-10-02,38,0 days 00:54:11.552631578,0 days 04:26:27.763157894,0 days 05:23:19.657894736,3.0,2.0,0.0,3,0,15,23,15,1,3,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,24,0,13,0,0,0,1,0,0,0,0,0,0,0
2022-10-03,79,0 days 00:43:11.822784810,0 days 04:11:54.658227848,0 days 04:56:03.607594936,6.0,19.0,0.0,3,0,37,40,39,0,4,13,10,14,0,0,0,0,0,0,0,0,0,0,0,0,38,0,40,0,0,0,0,0,0,0,0,0,0,0
2022-10-04,68,0 days 00:46:28.808823529,0 days 03:09:47,0 days 04:06:27.602941176,4.0,5.0,0.0,8,0,35,36,32,1,3,7,10,11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,31,0,0,0,0,0,0,0,0,0,0,0
2022-10-05,71,0 days 00:14:34.422535211,0 days 03:29:29.197183098,0 days 03:47:28.830985915,6.0,10.0,0.0,3,0,29,38,33,1,3,11,7,12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,32,0,0,0,0,0,0,0,0,0,0,0
2022-10-06,46,0 days 00:29:18.826086956,0 days 04:00:14.695652173,0 days 04:38:51.304347826,24.0,6.0,0.0,4,0,18,24,22,0,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,20,0,0,0,0,0,0,0,0,0,0,0
2022-10-07,31,0 days 01:01:41.225806451,0 days 03:31:54.516129032,0 days 04:23:46.774193548,0.0,10.0,0.0,8,0,12,11,20,1,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-10-08,18,0 days 01:44:03.555555555,0 days 02:34:08.888888888,0 days 04:20:26.388888888,1.0,0.0,0.0,4,0,9,10,8,1,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0
2022-10-09,25,0 days 00:09:21.520000,0 days 02:44:15.560000,0 days 02:55:25.720000,0.0,2.0,0.0,9,0,8,14,11,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,42,0 days 00:34:04.142857142,0 days 03:19:28.190476190,0 days 03:36:27.571428571,5.0,2.0,0.0,4,0,16,26,16,2,4,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0
2022-10-11,91,0 days 00:23:52.582417582,0 days 04:40:05.076923076,0 days 05:14:53.934065934,4.0,29.0,0.0,7,0,39,38,53,1,8,17,7,17,0,0,0,0,0,0,0,0,0,0,0,0,41,0,45,0,0,0,0,0,0,0,0,0,0,0
2022-10-12,67,0 days 00:23:36.611940298,0 days 03:01:20.537313432,0 days 04:00:37.641791044,4.0,3.0,0.0,4,0,22,34,33,3,3,6,5,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,24,0,0,0,0,0,0,0,0,0,0,0
2022-10-13,59,0 days 00:35:00.271186440,0 days 02:24:17.932203389,0 days 03:01:41.559322033,1.0,3.0,0.0,9,0,18,27,32,2,3,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,25,0,0,0,0,0,0,0,0,0,0,0
2022-10-14,34,0 days 00:10:57.147058823,0 days 04:23:14.088235294,0 days 04:36:37.588235294,0.0,3.0,0.0,7,0,10,18,16,0,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-10-15,25,0 days 00:22:44.440000,0 days 04:59:33.120000,0 days 05:24:15.360000,4.0,1.0,0.0,5,0,9,13,12,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0
2022-10-16,46,0 days 01:13:47.804347826,0 days 03:00:11.586956521,0 days 03:58:51.413043478,0.0,5.0,0.0,5,0,18,25,21,0,4,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0
2022-10-17,82,0 days 00:25:16.146341463,0 days 03:42:13.329268292,0 days 04:09:45.707317073,4.0,11.0,0.0,5,0,34,47,35,0,4,15,10,19,0,0,0,0,0,0,0,0,0,0,0,0,34,0,47,0,0,0,0,0,0,0,0,0,0,0
2022-10-18,55,0 days 00:37:51.472727272,0 days 03:17:36.454545454,0 days 03:57:54.745454545,3.0,2.0,0.0,5,0,23,31,24,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,24,0,0,0,0,0,0,0,0,0,0,0
2022-10-19,74,0 days 00:38:55.905405405,0 days 03:42:00.702702702,0 days 04:07:11.621621621,4.0,3.0,0.0,6,0,36,37,37,0,1,14,9,15,0,0,0,0,1,0,0,0,0,0,0,0,34,0,39,0,0,0,1,0,0,0,0,0,0,0
2022-10-20,57,0 days 00:27:52.912280701,0 days 04:16:48.315789473,0 days 04:48:54.736842105,8.0,6.0,0.0,2,0,24,35,22,2,4,11,5,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,27,0,0,0,0,0,0,0,0,0,0,0
2022-10-21,53,0 days 00:17:09.207547169,0 days 03:31:00.830188679,0 days 03:51:01.905660377,3.0,10.0,0.0,8,0,13,27,26,2,0,13,9,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,25,0,0,0,0,0,0,0,0,0,0,0
2022-10-22,39,0 days 00:13:39.871794871,0 days 04:03:58.487179487,0 days 04:16:31.435897435,3.0,1.0,0.0,4,2,20,22,17,0,2,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,17,0,0,0,0,0,0,0,0,0,0,0
2022-10-23,40,0 days 00:45:19.825000,0 days 04:27:58.850000,0 days 05:09:49.100000,1.0,5.0,0.0,3,0,20,26,14,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0
2022-10-24,88,0 days 00:37:37.886363636,0 days 02:47:20.681818181,0 days 03:51:51.625000,4.0,14.0,0.0,8,0,26,51,37,0,4,12,9,12,0,0,0,0,0,0,0,0,0,0,0,0,51,0,37,0,0,0,0,0,0,0,0,0,0,0
2022-10-25,61,0 days 00:30:06.377049180,0 days 02:10:19.262295081,0 days 03:22:37.737704918,2.0,5.0,0.0,5,0,22,31,30,2,4,9,5,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0
2022-10-26,73,0 days 00:26:40.273972602,0 days 03:06:50.849315068,0 days 03:36:31.616438356,4.0,7.0,0.0,6,0,26,34,39,0,11,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,40,0,0,0,0,0,0,0,0,0,0,0
2022-10-27,46,0 days 00:25:14.456521739,0 days 03:29:23.347826086,0 days 04:28:56.652173913,3.0,4.0,0.0,2,0,18,22,24,0,2,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,20,0,0,0,0,0,0,0,0,0,0,0
2022-10-28,35,0 days 00:54:23.685714285,0 days 03:05:56.657142857,0 days 03:05:23.514285714,4.0,2.0,0.0,1,0,12,19,16,0,3,6,2,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24,0,0,0,0,0,0,0,0,0,0,0
2022-10-29,19,0 days 00:27:45.157894736,0 days 03:40:04.105263157,0 days 03:48:09.894736842,1.0,1.0,0.0,0,0,9,14,5,0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0
2022-10-30,30,0 days 00:05:59.766666666,0 days 03:05:18,0 days 03:14:22.700000,1.0,3.0,0.0,5,0,10,13,17,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,11,0,0,0,0,0,0,0,0,1,0,0
2022-10-31,63,0 days 00:11:22.285714285,0 days 03:41:17.142857142,0 days 04:03:57.904761904,8.0,3.0,0.0,6,0,38,30,33,2,5,13,5,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0
2022-11-01,50,0 days 00:22:49.620000,0 days 03:23:33.480000,0 days 03:57:45.940000,1.0,4.0,0.0,2,0,24,33,17,2,3,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0
2022-11-02,43,0 days 00:38:09,0 days 02:57:32.395348837,0 days 03:38:33.697674418,6.0,1.0,0.0,2,0,23,21,22,0,2,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,17,0,0,0,0,0,0,0,0,0,0,0
2022-11-03,41,0 days 00:42:58.317073170,0 days 02:51:00.439024390,0 days 03:37:18.682926829,3.0,14.0,0.0,2,0,24,21,20,1,2,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,19,0,0,0,0,0,0,0,0,0,0,0
2022-11-04,34,0 days 00:31:14.882352941,0 days 02:50:55.058823529,0 days 03:36:35.147058823,0.0,2.0,0.0,5,0,19,20,14,0,1,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,0,0,0
2022-11-05,18,0 days 00:11:02.277777777,0 days 03:02:33.055555555,0 days 03:04:19.166666666,1.0,1.0,0.0,2,0,13,9,9,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-06,20,0 days 00:46:53.750000,0 days 03:40:57.350000,0 days 04:47:49.800000,1.0,0.0,0.0,1,0,8,10,10,1,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,58,0 days 00:41:16.706896551,0 days 02:24:02.586206896,0 days 03:47:12.258620689,4.0,6.0,0.0,5,0,25,30,28,2,0,15,3,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,25,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,59,0 days 00:11:32.406779661,0 days 03:19:01.627118644,0 days 03:33:24.152542372,7.0,4.0,0.0,3,0,23,27,32,0,4,17,5,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,27,0,0,0,0,0,0,0,0,0,0,0
2022-11-09,58,0 days 00:13:02.517241379,0 days 03:04:43.275862068,0 days 03:21:55.568965517,3.0,1.0,0.0,7,0,29,30,28,0,5,12,4,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,25,0,0,0,0,0,0,0,0,0,0,0
2022-11-10,38,0 days 00:34:04.394736842,0 days 03:46:05.263157894,0 days 04:30:26.631578947,2.0,10.0,0.0,4,0,15,19,19,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,13,0,0,0,0,0,0,0,0,0,0,0
2022-11-11,26,0 days 00:22:02.807692307,0 days 01:50:36.115384615,0 days 02:47:18.576923076,0.0,3.0,0.0,5,0,6,17,9,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-12,28,0 days 00:49:32.107142857,0 days 02:48:26.571428571,0 days 03:07:34.535714285,1.0,3.0,0.0,7,0,8,18,10,0,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-11-13,25,0 days 00:54:21.120000,0 days 03:32:47,0 days 04:29:34.200000,2.0,1.0,0.0,4,0,9,18,7,0,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0
2022-11-14,64,0 days 00:33:46.921875,0 days 03:39:20.140625,0 days 04:15:44.093750,4.0,5.0,0.0,9,0,27,32,32,1,4,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,29,0,0,0,0,0,0,0,0,0,0,0
2022-11-15,46,0 days 00:37:41.065217391,0 days 02:16:54.021739130,0 days 02:57:22.434782608,3.0,6.0,0.0,7,0,13,32,14,0,0,9,4,6,0,0,0,0,0,0,0,0,0,1,0,0,25,0,20,0,0,0,0,0,0,0,0,1,0,0
2022-11-16,29,0 days 00:45:20.758620689,0 days 03:15:01.448275862,0 days 04:02:39.206896551,1.0,4.0,0.0,5,0,6,23,6,3,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-11-17,34,0 days 00:47:41.647058823,0 days 03:27:14.058823529,0 days 03:45:49.088235294,0.0,6.0,0.0,6,0,11,20,14,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-11-18,31,0 days 00:19:37.967741935,0 days 03:00:41.354838709,0 days 03:26:51.096774193,3.0,2.0,0.0,5,0,11,18,13,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-19,23,0 days 00:05:01.869565217,0 days 02:57:16.130434782,0 days 03:38:13.347826086,0.0,0.0,0.0,6,0,4,13,10,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-20,25,0 days 00:41:47.520000,0 days 02:24:30.960000,0 days 03:08:43.640000,0.0,1.0,0.0,6,0,10,9,16,0,3,3,4,2,0,0,0,0,0,1,0,0,0,0,0,0,12,0,12,0,0,0,0,1,0,0,0,0,0,0
2022-11-21,32,0 days 00:29:25.906250,0 days 01:47:50.906250,0 days 02:19:27.937500,0.0,3.0,0.0,4,0,16,14,18,0,0,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,21,0,10,1,0,0,0,0,0,0,0,0,0,0
2022-11-22,40,0 days 00:25:40,0 days 01:44:23.225000,0 days 02:41:55.050000,1.0,3.0,0.0,6,0,13,22,18,0,4,5,2,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,0,0,0,0,0,0,0,0,0,0,0
2022-11-23,45,0 days 00:26:23.466666666,0 days 02:07:51.688888888,0 days 03:05:59.200000,2.0,3.0,0.0,6,0,23,21,24,0,4,10,2,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,24,0,0,0,0,0,0,0,0,0,0,0
2022-11-24,31,0 days 00:16:50.903225806,0 days 03:26:34.322580645,0 days 03:59:57.225806451,4.0,7.0,0.0,6,0,6,16,15,1,3,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0
2022-11-25,33,0 days 01:03:06.515151515,0 days 03:19:39.878787878,0 days 03:58:54.939393939,1.0,3.0,0.0,9,0,8,16,17,1,3,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0
2022-11-26,16,0 days 00:08:16.875000,0 days 02:42:28.625000,0 days 02:53:06.375000,0.0,3.0,0.0,4,0,5,10,6,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-11-27,25,0 days 00:06:19.440000,0 days 03:20:33.840000,0 days 03:28:42.920000,0.0,7.0,0.0,10,0,4,17,8,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,0,0,0,0
2022-11-28,45,0 days 00:11:47.866666666,0 days 03:47:56.377777777,0 days 04:01:47.533333333,2.0,6.0,0.0,14,0,12,25,20,0,4,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,19,0,0,0,0,0,0,0,0,0,0,0
2022-11-29,43,0 days 00:27:43.395348837,0 days 04:33:48.558139534,0 days 05:03:50.162790697,1.0,7.0,0.0,10,0,11,22,21,1,4,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,0
2022-11-30,40,0 days 00:10:04.900000,0 days 03:16:59.550000,0 days 03:30:22.400000,0.0,6.0,0.0,7,0,13,28,12,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,16,0,0,0,0,0,0,0,0,0,0,0
2022-12-01,31,0 days 00:16:56.387096774,0 days 02:58:46.967741935,0 days 03:18:48.870967741,1.0,5.0,0.0,8,0,7,22,9,1,1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-12-02,23,0 days 01:04:13.739130434,0 days 04:43:55.478260869,0 days 04:10:51.130434782,2.0,4.0,0.0,11,0,4,11,12,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,14,0,8,0,0,0,0,0,1,0,0,0,0,0
2022-12-03,18,0 days 00:46:50.888888888,0 days 01:28:36.055555555,0 days 02:18:25.222222222,5.0,0.0,0.0,6,0,6,11,7,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0
2022-12-04,22,0 days 00:48:00.636363636,0 days 03:39:48.863636363,0 days 03:53:14.136363636,1.0,0.0,0.0,6,0,8,15,7,0,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0
2022-12-05,38,0 days 00:42:27.710526315,0 days 05:10:01.526315789,0 days 05:37:33.842105263,5.0,4.0,0.0,7,0,9,21,17,0,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0
2022-12-06,22,0 days 00:08:15.863636363,0 days 05:15:56.454545454,0 days 05:25:52.545454545,4.0,5.0,0.0,4,0,8,10,12,0,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-12-07,28,0 days 00:52:25.642857142,0 days 02:50:54.285714285,0 days 03:57:38.428571428,2.0,3.0,0.0,7,0,9,21,7,1,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-12-08,26,0 days 00:19:48.923076923,0 days 02:08:00.884615384,0 days 02:33:05.192307692,5.0,3.0,0.0,12,0,1,17,9,1,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-12-09,20,0 days 01:08:58.850000,0 days 01:41:11.450000,0 days 02:51:53.700000,0.0,1.0,0.0,8,0,4,14,6,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-12-10,24,0 days 00:35:53.375000,0 days 01:44:33.125000,0 days 02:22:37.375000,2.0,1.0,0.0,14,0,3,16,8,1,0,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,0,0
2022-12-11,17,0 days 00:40:27.470588235,0 days 03:11:41,0 days 03:54:40.647058823,2.0,1.0,0.0,8,0,3,12,5,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-12-12,33,0 days 01:24:49.696969696,0 days 04:57:20.121212121,0 days 04:59:10.939393939,8.0,8.0,0.0,7,0,12,19,14,0,1,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-12-13,21,0 days 00:38:50.142857142,0 days 03:24:04.523809523,0 days 04:05:54.523809523,3.0,1.0,0.0,3,0,5,9,12,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-12-14,25,0 days 00:05:24.680000,0 days 02:38:24.120000,0 days 02:47:57,2.0,5.0,0.0,4,0,5,18,7,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-12-15,18,0 days 00:35:04.944444444,0 days 03:24:14.555555555,0 days 04:01:37.333333333,2.0,3.0,0.0,5,0,4,12,6,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0
2022-12-16,18,0 days 00:17:46.555555555,0 days 03:22:58.388888888,0 days 03:42:15,1.0,2.0,0.0,6,0,7,7,11,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0
2022-12-17,16,0 days 01:24:52.437500,0 days 02:27:11.625000,0 days 02:49:53.750000,3.0,0.0,0.0,5,0,5,9,7,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0
2022-12-18,8,0 days 00:13:28.625000,0 days 03:36:49.375000,0 days 03:53:01.500000,0.0,0.0,0.0,1,0,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-12-19,18,0 days 00:16:39.555555555,0 days 02:47:29.222222222,0 days 03:33:52.388888888,1.0,6.0,0.0,5,0,4,7,11,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0
2022-12-20,6,0 days 00:07:31.666666666,0 days 01:59:15.833333333,0 days 02:08:54.500000,2.0,1.0,0.0,1,0,1,1,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-12-21,19,0 days 00:32:07.210526315,0 days 01:39:00.157894736,0 days 02:18:19,3.0,4.0,0.0,9,0,3,12,7,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0,0,0,0
2022-12-22,19,0 days 00:30:06.842105263,0 days 03:14:08,0 days 03:46:42.789473684,2.0,9.0,0.0,6,0,1,12,7,2,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,10,0 days 00:09:01.400000,0 days 02:31:34.500000,0 days 02:16:57,2.0,0.0,0.0,4,0,3,6,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-12-24,12,0 days 00:01:59.416666666,0 days 01:18:11,0 days 01:22:15.916666666,1.0,0.0,0.0,3,0,4,10,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0
2022-12-25,5,0 days 02:37:18.800000,0 days 01:20:42.200000,0 days 03:59:28.600000,0.0,0.0,0.0,2,0,1,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2022-12-26,24,0 days 00:07:34.708333333,0 days 02:12:19.750000,0 days 02:22:40.791666666,0.0,3.0,0.0,7,0,2,14,10,2,4,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,27,0 days 01:02:03.222222222,0 days 02:03:57.407407407,0 days 03:10:33.185185185,3.0,4.0,0.0,9,0,5,12,15,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,28,0 days 00:15:59.535714285,0 days 02:41:13.964285714,0 days 03:01:43.214285714,2.0,3.0,0.0,7,0,9,14,14,0,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,15,0 days 01:02:12,0 days 02:06:17.733333333,0 days 03:15:52.333333333,0.0,1.0,0.0,4,0,3,10,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,17,0 days 00:18:50,0 days 02:24:17.411764705,0 days 02:46:06.235294117,2.0,1.0,0.0,4,0,3,11,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0
2022-12-31,1,0 days 00:05:14,0 days 02:03:11,0 days 02:10:48,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-01,6,0 days 00:01:58.333333333,0 days 00:43:06.833333333,0 days 00:46:39.333333333,0.0,1.0,0.0,3,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-01-02,13,0 days 00:58:04.384615384,0 days 02:39:12.461538461,0 days 03:39:32.538461538,0.0,3.0,0.0,3,0,4,7,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,17,0 days 00:09:22.470588235,0 days 02:56:38.235294117,0 days 03:08:16.176470588,3.0,1.0,0.0,2,0,1,12,5,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-01-04,27,0 days 00:11:33.037037037,0 days 03:21:47.962962962,0 days 03:36:04.518518518,3.0,2.0,0.0,12,0,4,20,7,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,8,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,16,0 days 00:09:12,0 days 02:35:50.187500,0 days 03:10:59.312500,3.0,1.0,0.0,5,0,2,8,8,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0
2023-01-06,12,0 days 00:14:12.416666666,0 days 01:58:38.916666666,0 days 03:35:03.083333333,5.0,1.0,0.0,3,0,4,4,8,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0
2023-01-07,11,0 days 00:21:14.272727272,0 days 00:55:26.454545454,0 days 01:18:52.727272727,0.0,1.0,0.0,9,0,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0
