Fecha,cantidad_servicios,tiempo_asignacion_prom,tiempo_arribo_prom,tiempo_respuesta_prom,Cantidad Camb.Color,Cantidad Reclamos,Cantidad Rechazos Internac.,Ciclo Vida_ADULTO MAY,Ciclo Vida_NEONATAL,Ciclo Vida_PEDIATRICO,Sexo_F,Sexo_M,Zona Inicial_INTERIOR,Zona Inicial_NOROESTE,Zona Inicial_NORTE,Zona Inicial_OESTE,Zona Inicial_SUR,Zona Inicial_Z-CATAMARCA,Zona Inicial_Z-CHACO,Zona Inicial_Z-CHUBUT,Zona Inicial_Z-CORDOBA,Zona Inicial_Z-CORRIENTES,Zona Inicial_Z-ENTRE RIOS,Zona Inicial_Z-FORMOSA,Zona Inicial_Z-JUJUY,Zona Inicial_Z-LA PAMPA,Zona Inicial_Z-LA RIOJA,Zona Inicial_Z-MENDOZA,Zona Inicial_Z-MISIONES,Zona Inicial_Z-NEUQUEN,Zona Inicial_Z-RIO NEGRO,Zona Inicial_Z-SALTA,Zona Inicial_Z-SAN JUAN,Zona Inicial_Z-SAN LUIS,Zona Inicial_Z-SANTA CRUZ,Zona Inicial_Z-SANTA FE,Zona Inicial_Z-SANTIAGO DEL ESTERO,Zona Inicial_Z-TIERRA DEL FUEGO,Zona Inicial_Z-TUCUMAN,Provincia_CAPITAL FEDERAL,Provincia_CATAMARCA,Provincia_CHACO,Provincia_CHUBUT,Provincia_CONURBANO,Provincia_CORDOBA,Provincia_CORRIENTES,Provincia_ENTRE RIOS,Provincia_FORMOSA,Provincia_JUJUY,Provincia_LA PAMPA,Provincia_LA RIOJA,Provincia_MENDOZA,Provincia_MISIONES,Provincia_NEUQUEN,Provincia_RIO NEGRO,Provincia_SALTA,Provincia_SAN JUAN,Provincia_SAN LUIS,Provincia_SANTA CRUZ,Provincia_SANTA FE,Provincia_SANTIAGO DEL ESTERO,Provincia_TIERRA DEL FUEGO,Provincia_TUCUMAN
2023-09-24,61,0 days 00:04:38.672131147,0 days 00:31:29.262295081,0 days 00:38:57.016393442,0.0,2.0,0.0,12,0,16,27,34,5,1,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-09-25,82,0 days 00:16:53.853658536,0 days 00:44:45.609756097,0 days 01:07:47.146341463,3.0,3.0,0.0,9,0,15,54,28,1,4,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-26,84,0 days 00:09:31.392857142,0 days 00:33:56.511904761,0 days 00:45:54.202380952,6.0,1.0,0.0,10,0,20,49,35,0,5,18,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-27,67,0 days 00:18:59.716417910,0 days 00:44:47.238805970,0 days 01:05:59.641791044,0.0,1.0,0.0,5,0,14,39,28,1,5,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-09-28,60,0 days 00:07:46.833333333,0 days 00:35:34.983333333,0 days 00:45:42.550000,4.0,3.0,0.0,7,0,12,40,20,0,2,15,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-29,56,0 days 00:21:17.410714285,0 days 00:34:22.875000,0 days 00:58:33.464285714,0.0,1.0,0.0,7,0,11,32,24,2,4,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-09-30,43,0 days 00:24:54.186046511,0 days 00:25:56.767441860,0 days 00:52:21.046511627,2.0,0.0,0.0,8,0,7,17,25,0,2,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-10-01,38,0 days 00:17:51.947368421,0 days 00:29:49.947368421,0 days 00:49:57.736842105,4.0,0.0,0.0,3,0,11,22,16,0,2,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-02,94,0 days 00:09:36.638297872,0 days 00:37:27.234042553,0 days 00:53:57.297872340,2.0,0.0,0.0,8,0,31,55,39,4,5,18,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-03,68,0 days 00:06:00.500000,0 days 00:50:06.029411764,0 days 00:59:18.941176470,7.0,2.0,2.0,7,0,15,42,26,2,2,18,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-04,66,0 days 00:06:11.727272727,0 days 00:41:02.515151515,0 days 00:49:30.621212121,3.0,0.0,0.0,6,0,18,38,28,3,2,15,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-05,70,0 days 00:11:09.900000,0 days 00:44:05.057142857,0 days 00:58:35.385714285,5.0,1.0,0.0,12,0,16,31,39,1,4,10,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-06,69,0 days 00:15:41.101449275,0 days 00:57:42.260869565,0 days 01:15:44.318840579,3.0,3.0,0.0,7,0,14,38,31,2,5,10,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-07,36,0 days 00:16:24.972222222,0 days 00:45:46.138888888,0 days 01:04:37.666666666,2.0,3.0,0.0,6,0,7,23,13,3,2,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-08,26,0 days 00:04:11.076923076,0 days 00:26:59.038461538,0 days 00:33:29.307692307,0.0,0.0,0.0,6,0,3,14,12,0,4,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-09,78,0 days 00:09:22.500000,0 days 00:22:06.846153846,0 days 00:43:25.935897435,5.0,2.0,0.0,11,0,16,51,27,3,3,15,10,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-10,61,0 days 00:09:40.278688524,0 days 00:32:53.540983606,0 days 00:49:38.016393442,5.0,2.0,0.0,13,0,14,33,28,3,9,10,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-10-11,73,0 days 00:19:57.657534246,0 days 00:27:52.082191780,0 days 00:59:29.493150684,4.0,0.0,0.0,11,0,16,39,34,3,3,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-12,52,0 days 00:10:28.192307692,0 days 00:36:03.250000,0 days 00:53:47.403846153,7.0,1.0,2.0,5,0,8,40,12,1,4,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-13,34,0 days 00:10:47.882352941,0 days 00:50:40.088235294,0 days 01:04:44.441176470,1.0,2.0,0.0,11,0,9,18,16,0,1,6,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-10-14,43,0 days 00:15:04.790697674,0 days 00:51:11.720930232,0 days 01:08:44.813953488,3.0,3.0,0.0,12,0,13,25,18,1,5,6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-15,32,0 days 00:08:30.062500,0 days 00:53:01.031250,0 days 01:04:16.750000,1.0,0.0,0.0,7,0,3,20,12,0,3,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-16,39,0 days 00:06:11.717948717,0 days 00:31:27,0 days 00:40:06.538461538,2.0,0.0,0.0,6,0,15,24,15,2,1,9,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-17,90,0 days 00:07:53.422222222,0 days 00:42:42.066666666,0 days 00:52:37.044444444,0.0,0.0,0.0,6,0,29,52,38,5,2,21,7,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-10-18,52,0 days 00:11:07.365384615,0 days 01:03:49.538461538,0 days 01:19:04.384615384,1.0,1.0,0.0,6,0,13,32,20,1,5,8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-19,72,0 days 00:09:38.500000,0 days 00:40:41.180555555,0 days 00:52:13.333333333,4.0,3.0,0.0,8,0,8,40,32,1,10,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-20,66,0 days 00:08:49.651515151,0 days 00:41:57.257575757,0 days 00:55:30.106060606,5.0,1.0,0.0,9,0,18,34,32,2,12,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-21,45,0 days 00:38:54.088888888,0 days 01:12:48.422222222,0 days 01:52:27.955555555,0.0,2.0,0.0,8,0,14,24,21,0,1,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-22,35,0 days 00:06:05.285714285,0 days 00:23:11.628571428,0 days 00:31:25.428571428,1.0,0.0,0.0,5,0,10,23,12,0,3,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-23,100,0 days 00:16:03.410000,0 days 00:37:34.630000,0 days 00:56:48.150000,1.0,4.0,0.0,8,0,30,54,46,4,5,22,14,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-24,91,0 days 00:12:02.912087912,0 days 00:42:42.560439560,0 days 00:57:56.648351648,2.0,2.0,0.0,6,0,28,60,31,4,7,20,13,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-25,49,0 days 00:23:15.428571428,0 days 00:20:20.571428571,0 days 00:59:31.979591836,4.0,3.0,0.0,5,0,12,30,18,1,6,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-26,76,0 days 00:13:17.263157894,0 days 00:42:02.052631578,0 days 00:57:37.513157894,9.0,2.0,0.0,12,0,12,49,27,4,5,16,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-27,65,0 days 00:21:39.338461538,0 days 00:55:36.553846153,0 days 01:20:07.569230769,3.0,1.0,3.0,7,0,13,43,22,2,8,7,6,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-28,34,0 days 00:08:51.441176470,0 days 00:29:59.058823529,0 days 00:41:24.382352941,0.0,0.0,0.0,6,0,7,20,14,1,3,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-29,37,0 days 00:05:20.729729729,0 days 00:22:28.810810810,0 days 00:30:51.108108108,2.0,0.0,0.0,6,0,12,27,10,1,2,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-30,95,0 days 00:28:38.557894736,0 days 00:48:37.821052631,0 days 01:19:54.578947368,1.0,2.0,0.0,8,0,27,62,33,1,6,18,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10-31,62,0 days 00:09:19.048387096,0 days 00:39:58.612903225,0 days 00:51:37.209677419,7.0,0.0,0.0,4,0,18,42,20,1,3,24,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-01,67,0 days 00:09:23.880597014,0 days 00:58:03.089552238,0 days 01:09:58.432835820,6.0,2.0,0.0,9,0,19,39,28,3,4,12,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-02,53,0 days 00:12:14.056603773,0 days 00:45:49.905660377,0 days 01:00:17.245283018,1.0,1.0,0.0,3,0,12,38,15,5,6,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-03,65,0 days 00:13:15.938461538,0 days 00:59:04.276923076,0 days 01:15:32.430769230,2.0,3.0,0.0,4,0,20,38,27,1,8,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-04,32,0 days 00:17:29.625000,0 days 00:33:51.250000,0 days 00:56:03.125000,2.0,0.0,0.0,3,0,7,16,16,1,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-05,35,0 days 00:07:49.542857142,0 days 00:30:23.914285714,0 days 00:42:21.485714285,1.0,0.0,0.0,4,0,10,20,15,2,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-06,82,0 days 00:10:07.500000,0 days 00:30:35.634146341,0 days 00:56:58.756097560,2.0,2.0,0.0,11,0,21,57,25,0,6,14,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-07,69,0 days 00:10:46.101449275,0 days 00:33:56.942028985,0 days 00:47:03.710144927,0.0,1.0,0.0,5,0,17,40,29,2,8,16,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-08,63,0 days 00:27:35.190476190,0 days 00:26:19.142857142,0 days 01:02:30.317460317,3.0,1.0,0.0,2,0,17,36,27,1,3,13,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-09,56,0 days 00:09:35.375000,0 days 00:24:53.500000,0 days 00:50:30.160714285,1.0,1.0,0.0,8,0,10,33,23,0,2,8,7,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2023-11-10,60,0 days 00:08:10.783333333,0 days 00:34:58,0 days 01:00:56.700000,2.0,1.0,0.0,9,0,15,44,16,3,6,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-11,43,0 days 00:05:01.488372093,0 days 00:23:13.837209302,0 days 00:31:36.860465116,2.0,1.0,0.0,9,0,12,27,16,0,1,16,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-12,42,0 days 00:05:36.285714285,0 days 00:51:10.452380952,0 days 00:59:45.523809523,3.0,2.0,0.0,8,0,12,23,19,1,2,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-11-13,83,0 days 00:09:18.951807228,0 days 00:40:29.951807228,0 days 00:53:00.734939759,1.0,4.0,0.0,10,0,16,55,28,1,5,19,15,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-14,58,0 days 00:07:39.241379310,0 days 00:40:16.189655172,0 days 00:50:05.689655172,1.0,0.0,0.0,6,0,18,31,27,0,7,9,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-15,56,0 days 00:09:16.321428571,0 days 00:33:01.410714285,0 days 00:44:29.910714285,2.0,0.0,0.0,6,0,9,34,22,1,2,18,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-16,59,0 days 00:10:45.525423728,0 days 00:29:42.203389830,0 days 00:43:04.338983050,1.0,2.0,0.0,5,0,15,39,20,3,5,14,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-17,50,0 days 00:09:53.740000,0 days 00:39:31.760000,0 days 00:53:19.880000,1.0,2.0,0.0,5,0,11,35,15,1,3,17,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-18,36,0 days 00:17:30.722222222,0 days 00:59:37.222222222,0 days 01:20:04.444444444,0.0,1.0,0.0,6,0,10,19,17,0,1,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-11-19,37,0 days 00:09:30.891891891,0 days 00:35:12.648648648,0 days 00:51:21.432432432,3.0,0.0,0.0,5,0,8,25,11,0,1,8,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-11-20,46,0 days 00:04:54.934782608,0 days 00:18:58.260869565,0 days 00:19:19.804347826,2.0,0.0,0.0,7,0,14,28,18,0,6,6,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-21,67,0 days 00:09:52.552238805,0 days 00:39:08.208955223,0 days 00:51:06.388059701,3.0,2.0,0.0,6,0,17,37,30,0,6,13,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-22,51,0 days 00:19:08.411764705,0 days 00:35:36.372549019,0 days 01:08:44.509803921,2.0,1.0,0.0,4,0,10,34,17,0,4,14,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-23,59,0 days 00:09:55.372881355,0 days 00:36:03.881355932,0 days 00:50:14.237288135,5.0,3.0,0.0,8,0,16,39,20,2,7,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-24,45,0 days 00:11:05.066666666,0 days 00:38:21.800000,0 days 01:01:35.866666666,1.0,3.0,0.0,3,0,7,33,12,1,3,4,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-25,30,0 days 00:09:15.566666666,0 days 00:27:04.466666666,0 days 00:38:32.433333333,0.0,1.0,0.0,6,0,8,12,18,1,3,5,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-11-26,50,0 days 00:06:50.780000,0 days 00:18:05.120000,0 days 00:46:29.640000,2.0,2.0,0.0,5,0,9,23,27,0,6,14,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-27,74,0 days 00:07:24.162162162,0 days 01:08:29.648648648,0 days 01:18:25.094594594,2.0,2.0,0.0,9,0,19,42,32,0,7,19,6,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-28,85,0 days 00:21:35.447058823,0 days 00:52:29.200000,0 days 01:16:51.117647058,4.0,3.0,0.0,12,0,14,46,39,3,4,17,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-29,51,0 days 00:08:00.509803921,0 days 00:48:53.980392156,0 days 00:59:56.352941176,2.0,1.0,0.0,7,0,11,28,23,2,2,10,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-11-30,50,0 days 00:10:41.280000,0 days 00:52:35.220000,0 days 01:05:38.680000,1.0,0.0,0.0,8,0,11,36,14,3,3,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-01,37,0 days 00:16:09.189189189,0 days 00:44:19.054054054,0 days 01:03:34.621621621,0.0,0.0,0.0,6,0,8,22,15,0,4,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-02,33,0 days 00:09:17.636363636,0 days 00:41:59.696969696,0 days 00:53:25.393939393,3.0,2.0,0.0,13,0,0,24,9,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,9,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2023-12-03,27,0 days 00:06:12.333333333,0 days 00:33:02.185185185,0 days 00:43:00.851851851,2.0,1.0,0.0,7,0,4,19,8,0,2,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-04,62,0 days 00:10:04.838709677,0 days 00:37:26.225806451,0 days 01:00:27.983870967,2.0,7.0,0.0,10,0,10,40,22,3,5,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-12-05,47,0 days 00:04:51.978723404,0 days 00:25:04.297872340,0 days 00:43:42.723404255,5.0,3.0,0.0,7,0,10,24,23,0,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-12-06,38,0 days 00:21:47.447368421,0 days 00:29:32.657894736,0 days 00:59:28.710526315,1.0,2.0,0.0,4,0,6,23,15,0,1,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
