Fecha,cantidad_servicios,tiempo_asignacion_prom,tiempo_arribo_prom,tiempo_respuesta_prom,Cantidad Camb.Color,Cantidad Reclamos,Cantidad Rechazos Internac.,Ciclo Vida_ADULTO MAY,Ciclo Vida_NEONATAL,Ciclo Vida_PEDIATRICO,Sexo_F,Sexo_M,Zona Inicial_INTERIOR,Zona Inicial_NOROESTE,Zona Inicial_NORTE,Zona Inicial_OESTE,Zona Inicial_SUR,Zona Inicial_Z-CATAMARCA,Zona Inicial_Z-CHACO,Zona Inicial_Z-CHUBUT,Zona Inicial_Z-CORDOBA,Zona Inicial_Z-CORRIENTES,Zona Inicial_Z-ENTRE RIOS,Zona Inicial_Z-FORMOSA,Zona Inicial_Z-JUJUY,Zona Inicial_Z-LA PAMPA,Zona Inicial_Z-LA RIOJA,Zona Inicial_Z-MENDOZA,Zona Inicial_Z-MISIONES,Zona Inicial_Z-NEUQUEN,Zona Inicial_Z-RIO NEGRO,Zona Inicial_Z-SALTA,Zona Inicial_Z-SAN JUAN,Zona Inicial_Z-SAN LUIS,Zona Inicial_Z-SANTA CRUZ,Zona Inicial_Z-SANTA FE,Zona Inicial_Z-SANTIAGO DEL ESTERO,Zona Inicial_Z-TIERRA DEL FUEGO,Zona Inicial_Z-TUCUMAN,Provincia_CAPITAL FEDERAL,Provincia_CATAMARCA,Provincia_CHACO,Provincia_CHUBUT,Provincia_CONURBANO,Provincia_CORDOBA,Provincia_CORRIENTES,Provincia_ENTRE RIOS,Provincia_FORMOSA,Provincia_JUJUY,Provincia_LA PAMPA,Provincia_LA RIOJA,Provincia_MENDOZA,Provincia_MISIONES,Provincia_NEUQUEN,Provincia_RIO NEGRO,Provincia_SALTA,Provincia_SAN JUAN,Provincia_SAN LUIS,Provincia_SANTA CRUZ,Provincia_SANTA FE,Provincia_SANTIAGO DEL ESTERO,Provincia_TIERRA DEL FUEGO,Provincia_TUCUMAN
2022-08-30,77,0 days 00:09:05.714285714,0 days 00:16:51.194805194,0 days 00:38:42.038961038,9.0,1.0,0.0,7,0,17,41,36,3,8,15,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-31,64,0 days 00:07:12.531250,0 days 00:23:58.578125,0 days 00:41:05.359375,3.0,4.0,0.0,4,0,20,33,31,0,3,20,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-01,63,0 days 00:06:24.412698412,0 days 00:38:56.492063492,0 days 00:53:31.428571428,3.0,1.0,0.0,7,0,14,32,31,0,6,10,4,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-09-02,49,0 days 00:06:44.693877551,0 days 00:26:40.938775510,0 days 00:46:22,5.0,4.0,0.0,2,0,16,27,22,0,6,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-03,58,0 days 00:08:18.827586206,0 days 00:17:15.655172413,0 days 00:27:36.344827586,6.0,0.0,0.0,7,1,14,36,22,4,3,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-04,49,0 days 00:06:55.653061224,0 days 00:15:11.408163265,0 days 00:24:04.448979591,6.0,0.0,0.0,4,0,10,31,18,1,2,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-05,75,0 days 00:08:09.626666666,0 days 00:54:32.200000,0 days 01:16:50.506666666,7.0,1.0,0.0,4,0,19,41,34,5,3,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-06,67,0 days 00:07:39.671641791,0 days 00:43:53.940298507,0 days 00:54:36.850746268,3.0,2.0,0.0,7,0,16,40,27,5,3,12,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-07,65,0 days 00:13:30.861538461,0 days 01:03:05.923076923,0 days 01:18:47.215384615,4.0,6.0,0.0,4,0,14,38,27,2,6,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-08,67,0 days 00:10:11.417910447,0 days 00:30:36.194029850,0 days 00:43:47.208955223,13.0,3.0,0.0,4,0,13,29,38,3,3,12,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-09,68,0 days 00:09:31.529411764,0 days 00:44:12.382352941,0 days 00:56:52.161764705,8.0,3.0,0.0,5,0,22,42,26,1,7,16,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-10,26,0 days 00:05:18.038461538,0 days 00:29:48.423076923,0 days 00:36:50.615384615,0.0,2.0,0.0,3,0,10,15,11,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-11,50,0 days 00:05:39.580000,0 days 00:21:03.020000,0 days 00:43:43.820000,4.0,0.0,0.0,3,0,21,30,20,3,3,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-12,84,0 days 00:14:56.190476190,0 days 00:40:24.107142857,0 days 01:01:01.523809523,4.0,0.0,0.0,7,0,19,50,34,1,3,9,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-13,78,0 days 00:25:46.884615384,0 days 00:46:15.192307692,0 days 00:56:54.487179487,7.0,5.0,0.0,9,0,23,47,31,4,3,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-14,59,0 days 00:09:11.949152542,0 days 00:30:25.661016949,0 days 00:40:42.847457627,7.0,0.0,0.0,2,0,23,37,22,0,2,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-15,62,0 days 00:06:48.225806451,0 days 00:32:29.806451612,0 days 00:47:27.935483870,6.0,3.0,0.0,5,0,17,30,32,5,4,5,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-16,60,0 days 00:14:59.016666666,0 days 00:47:55.683333333,0 days 01:14:48.733333333,4.0,0.0,0.0,7,0,18,30,30,1,5,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-17,54,0 days 00:25:07.814814814,0 days 00:37:31.388888888,0 days 00:43:23.388888888,3.0,4.0,0.0,3,0,25,29,25,0,4,19,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-18,38,0 days 00:15:52.973684210,0 days 00:30:34.578947368,0 days 00:48:41.026315789,1.0,0.0,0.0,3,0,17,13,25,3,3,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-19,76,0 days 00:13:03.644736842,0 days 00:35:38.210526315,0 days 00:53:14.355263157,7.0,3.0,0.0,9,0,20,41,35,0,5,11,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-20,62,0 days 00:07:06.274193548,0 days 00:26:40.096774193,0 days 00:36:00.629032258,2.0,1.0,0.0,1,0,15,33,29,2,2,14,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-09-21,66,0 days 00:08:40.863636363,0 days 00:33:35.893939393,0 days 00:44:08.121212121,4.0,1.0,0.0,0,0,19,35,31,0,2,9,6,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-09-22,62,0 days 00:10:36.064516129,0 days 00:36:39.064516129,0 days 00:49:54.693548387,9.0,4.0,0.0,4,0,20,24,38,1,4,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-23,54,0 days 00:12:07.444444444,0 days 01:03:05.888888888,0 days 01:20:33.259259259,4.0,3.0,0.0,6,0,16,31,23,1,2,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-09-24,46,0 days 00:06:36.934782608,0 days 00:32:01.217391304,0 days 00:42:56.434782608,2.0,0.0,0.0,8,0,24,31,15,2,2,6,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-25,48,0 days 00:06:43.437500,0 days 00:22:15.854166666,0 days 00:30:11.104166666,4.0,3.0,0.0,1,0,21,24,24,2,3,5,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-09-26,75,0 days 00:09:51.080000,0 days 00:33:38.426666666,0 days 01:01:02.613333333,3.0,0.0,0.0,6,0,23,47,28,3,2,6,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-27,68,0 days 00:08:55.558823529,0 days 00:27:28.735294117,0 days 00:48:15.470588235,4.0,2.0,0.0,4,0,12,41,27,1,5,11,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-28,57,0 days 00:06:49.912280701,0 days 00:24:27.140350877,0 days 00:45:38.824561403,3.0,2.0,0.0,3,0,23,33,24,2,4,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-29,57,0 days 00:06:21.070175438,0 days 00:25:52.929824561,0 days 00:34:23.210526315,4.0,1.0,0.0,3,0,18,34,23,0,4,8,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-09-30,53,0 days 00:16:45.622641509,0 days 00:47:01.150943396,0 days 01:20:54.773584905,3.0,0.0,0.0,3,0,18,30,23,2,2,10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-01,46,0 days 00:31:43.326086956,0 days 00:30:52.847826086,0 days 01:06:42.782608695,12.0,3.0,0.0,2,0,18,19,27,3,1,9,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-10-02,53,0 days 00:07:23.830188679,0 days 00:45:22.679245283,0 days 00:54:47.283018867,8.0,1.0,0.0,6,0,22,28,25,0,2,6,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-03,89,0 days 00:13:39.629213483,0 days 00:39:46.168539325,0 days 01:08:58.797752808,11.0,1.0,0.0,8,0,27,52,37,1,5,12,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-04,77,0 days 00:07:31.376623376,0 days 00:40:31.948051948,0 days 00:51:39.415584415,3.0,1.0,0.0,5,0,17,48,29,0,5,16,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-05,66,0 days 00:11:48.136363636,0 days 00:41:25.772727272,0 days 00:57:54.939393939,6.0,3.0,0.0,3,0,23,37,29,0,4,9,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-06,76,0 days 00:17:27.065789473,0 days 00:32:09.342105263,0 days 00:57:49.513157894,20.0,0.0,0.0,5,0,30,44,32,2,11,10,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-07,48,0 days 00:09:46.520833333,0 days 00:36:54.354166666,0 days 00:54:24.083333333,2.0,1.0,0.0,3,0,19,28,20,3,3,7,7,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-10-08,34,0 days 00:07:03.147058823,0 days 00:33:16.058823529,0 days 00:46:20.735294117,6.0,1.0,0.0,3,1,10,22,12,1,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-09,53,0 days 00:07:43.943396226,0 days 00:51:17.037735849,0 days 01:02:08.132075471,5.0,1.0,0.0,11,0,18,33,20,0,3,5,8,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-10,62,0 days 00:12:37.741935483,0 days 00:39:07.241935483,0 days 01:00:38.967741935,12.0,0.0,0.0,2,0,22,32,30,3,2,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-11,77,0 days 00:08:25.740259740,0 days 00:31:42.896103896,0 days 00:42:20.649350649,10.0,0.0,0.0,6,0,18,39,38,3,6,11,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-12,120,0 days 00:14:23.691666666,0 days 00:46:45.883333333,0 days 01:03:10.541666666,15.0,3.0,0.0,3,0,23,74,46,4,8,16,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-13,80,0 days 00:16:38.637500,0 days 00:35:01,0 days 00:57:45.175000,10.0,1.0,0.0,3,0,25,40,40,3,5,18,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-14,68,0 days 00:08:37.779411764,0 days 00:39:25.058823529,0 days 00:56:52.558823529,8.0,3.0,0.0,4,0,25,35,33,4,7,15,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-15,43,0 days 00:06:42.558139534,0 days 00:14:20.209302325,0 days 00:22:56.767441860,5.0,1.0,0.0,3,0,15,20,23,0,2,6,8,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-16,55,0 days 00:11:09.436363636,0 days 00:34:02.127272727,0 days 00:48:04.400000,22.0,3.0,0.0,4,0,16,29,26,1,6,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-17,99,0 days 00:12:50.868686868,0 days 00:37:11.737373737,0 days 00:52:23.808080808,12.0,2.0,0.0,2,0,32,57,42,2,9,21,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-18,70,0 days 00:07:12.957142857,0 days 00:28:52.314285714,0 days 00:38:18.085714285,6.0,2.0,0.0,5,0,26,36,34,2,5,17,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-19,71,0 days 00:08:37.169014084,0 days 00:34:30.901408450,0 days 00:45:04.802816901,9.0,0.0,0.0,3,0,19,46,25,8,1,6,12,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,32,0,0,0,27,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2022-10-20,63,0 days 00:10:36.111111111,0 days 00:27:49.904761904,0 days 00:40:52.698412698,6.0,1.0,0.0,2,0,21,35,28,2,5,10,9,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-21,63,0 days 00:17:55.634920634,0 days 00:50:12.666666666,0 days 01:11:12.111111111,3.0,0.0,0.0,9,0,13,35,28,1,5,11,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-22,47,0 days 00:15:50.404255319,0 days 00:40:54.425531914,0 days 00:59:05.957446808,9.0,0.0,0.0,4,0,17,28,19,2,2,11,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-23,75,0 days 00:05:25.853333333,0 days 00:20:00.106666666,0 days 00:29:19.413333333,9.0,0.0,0.0,8,0,27,40,35,2,4,14,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,0,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-10-24,91,0 days 00:09:29.978021978,0 days 00:30:19.637362637,0 days 00:55:14.010989010,13.0,1.0,0.0,8,0,26,49,42,1,11,14,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-25,73,0 days 00:12:43.342465753,0 days 00:24:52.041095890,0 days 00:49:54.424657534,16.0,3.0,0.0,1,0,24,34,39,3,7,18,9,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-26,49,0 days 00:09:36.081632653,0 days 00:41:12.979591836,0 days 01:04:25.693877551,4.0,1.0,0.0,1,0,13,30,19,1,6,11,7,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-27,76,0 days 00:11:04.263157894,0 days 00:27:01.486842105,0 days 00:54:33.723684210,6.0,1.0,0.0,7,0,24,39,37,4,2,18,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-28,45,0 days 00:05:18.511111111,0 days 00:49:52.666666666,0 days 01:01:49.311111111,7.0,0.0,0.0,3,0,12,24,21,1,6,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-29,41,0 days 00:07:03.609756097,0 days 00:47:24.121951219,0 days 00:57:50.634146341,5.0,1.0,0.0,5,0,10,25,16,0,1,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-10-30,45,0 days 00:13:18.866666666,0 days 00:42:23.311111111,0 days 01:08:04.755555555,9.0,1.0,0.0,2,0,21,23,22,0,4,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-10-31,74,0 days 00:09:16.121621621,0 days 00:43:15.027027027,0 days 00:55:53.391891891,14.0,0.0,0.0,3,0,22,39,35,0,5,16,7,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-01,83,0 days 00:12:36.409638554,0 days 00:31:59.542168674,0 days 00:47:44.036144578,1.0,1.0,0.0,3,0,26,48,35,2,2,14,13,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33,0,0,0,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2022-11-02,58,0 days 00:06:13.724137931,0 days 00:49:03.844827586,0 days 00:57:57.034482758,7.0,1.0,0.0,3,0,21,29,29,1,3,11,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-03,69,0 days 00:26:14.405797101,0 days 00:43:53.608695652,0 days 01:14:22.144927536,5.0,5.0,0.0,4,0,21,34,35,3,6,17,11,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2022-11-04,46,0 days 00:21:07.760869565,0 days 00:36:52.369565217,0 days 01:09:35.608695652,4.0,1.0,0.0,4,0,14,27,19,0,3,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-11-05,46,0 days 00:10:55.782608695,0 days 00:30:45.260869565,0 days 00:43:25.500000,0.0,2.0,0.0,2,0,18,24,22,1,0,16,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-06,49,0 days 00:09:25.244897959,0 days 00:37:16.061224489,0 days 00:50:53.959183673,2.0,3.0,0.0,3,0,15,29,20,4,3,13,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-07,70,0 days 00:10:09.142857142,0 days 00:21:12.685714285,0 days 00:38:44.942857142,6.0,1.0,0.0,6,0,22,43,27,1,7,10,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-08,65,0 days 00:05:34.600000,0 days 00:19:21.230769230,0 days 00:27:10,4.0,0.0,0.0,5,0,17,43,22,0,4,16,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-09,44,0 days 00:05:03.545454545,0 days 00:42:21.863636363,0 days 00:50:18.909090909,4.0,0.0,0.0,5,0,14,32,12,0,7,9,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-10,61,0 days 00:10:06.606557377,0 days 00:31:48.967213114,0 days 00:44:30,9.0,2.0,0.0,7,0,17,34,27,1,5,17,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-11-11,33,0 days 00:35:36.272727272,0 days 00:34:04.575757575,0 days 01:22:11.121212121,4.0,0.0,0.0,2,0,10,20,13,0,0,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
