Fecha,cantidad_servicios,tiempo_asignacion_prom,tiempo_arribo_prom,tiempo_respuesta_prom,Cantidad Camb.Color,Cantidad Reclamos,Cantidad Rechazos Internac.,Ciclo Vida_ADULTO MAY,Ciclo Vida_NEONATAL,Ciclo Vida_PEDIATRICO,Sexo_F,Sexo_M,Zona Inicial_INTERIOR,Zona Inicial_NOROESTE,Zona Inicial_NORTE,Zona Inicial_OESTE,Zona Inicial_SUR,Zona Inicial_Z-CATAMARCA,Zona Inicial_Z-CHACO,Zona Inicial_Z-CORDOBA,Zona Inicial_Z-ENTRE RIOS,Zona Inicial_Z-JUJUY,Zona Inicial_Z-LA RIOJA,Zona Inicial_Z-MENDOZA,Zona Inicial_Z-MISIONES,Zona Inicial_Z-RIO NEGRO,Zona Inicial_Z-SALTA,Zona Inicial_Z-SAN JUAN,Zona Inicial_Z-SAN LUIS,Zona Inicial_Z-SANTA FE,Zona Inicial_Z-SANTIAGO DEL ESTERO,Zona Inicial_Z-TIERRA DEL FUEGO,Zona Inicial_Z-TUCUMAN,Provincia_CAPITAL FEDERAL,Provincia_CATAMARCA,Provincia_CHACO,Provincia_CONURBANO,Provincia_CORDOBA,Provincia_ENTRE RIOS,Provincia_JUJUY,Provincia_LA RIOJA,Provincia_MENDOZA,Provincia_MISIONES,Provincia_RIO NEGRO,Provincia_SALTA,Provincia_SAN JUAN,Provincia_SAN LUIS,Provincia_SANTA FE,Provincia_SANTIAGO DEL ESTERO,Provincia_TIERRA DEL FUEGO,Provincia_TUCUMAN,Color Curso_ROJO,Internó_SI
2022-09-04,38,0 days 00:03:43.052631578,0 days 00:36:23.526315789,0 days 00:42:33.052631578,7.0,0.0,2.0,21,0,4,25,13,0,1,14,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6
2022-09-05,41,0 days 00:04:33.951219512,0 days 00:30:18.463414634,0 days 00:36:56.463414634,2.0,7.0,21.0,17,0,0,26,15,0,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
2022-09-06,36,0 days 00:07:01.861111111,0 days 01:17:53.222222222,0 days 00:49:34.638888888,10.0,9.0,40.0,18,0,3,27,9,0,3,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
2022-09-07,35,0 days 00:19:06.028571428,0 days 00:49:24.628571428,0 days 01:14:41.771428571,4.0,11.0,14.0,17,0,2,20,15,1,1,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6
2022-09-08,43,0 days 00:06:46.767441860,0 days 00:37:26.534883720,0 days 00:55:27.906976744,4.0,8.0,19.0,22,0,2,30,13,0,4,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10
2022-09-09,33,0 days 00:01:49.606060606,0 days 01:21:41.636363636,0 days 00:44:12.666666666,3.0,5.0,7.0,15,0,5,21,12,1,2,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
2022-09-10,40,0 days 00:23:56.575000,0 days 00:25:51.850000,0 days 00:51:24.225000,5.0,3.0,9.0,24,0,5,26,14,2,2,7,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
2022-09-11,31,0 days 00:03:11.741935483,0 days 00:32:50.193548387,0 days 00:38:14.096774193,1.0,6.0,4.0,15,0,2,18,13,1,1,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
2022-09-12,42,0 days 00:04:52.119047619,0 days 00:26:04.500000,0 days 00:36:52.452380952,1.0,5.0,6.0,24,0,2,25,17,2,1,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6
2022-09-13,40,0 days 00:02:01,0 days 00:37:21.675000,0 days 00:41:06.725000,3.0,8.0,33.0,22,0,1,27,13,3,2,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
2022-09-14,48,0 days 00:04:03.770833333,0 days 00:50:10.166666666,0 days 00:55:30.145833333,6.0,2.0,10.0,30,0,8,31,17,0,6,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12
2022-09-15,36,0 days 00:03:38.361111111,0 days 00:44:57.750000,0 days 00:50:38.944444444,4.0,2.0,10.0,21,0,3,24,12,0,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
2022-09-16,44,0 days 00:09:42.136363636,0 days 00:37:46.545454545,0 days 00:52:45.977272727,6.0,4.0,3.0,26,0,3,28,16,1,3,8,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,11
2022-09-17,62,0 days 00:13:43.500000,0 days 00:34:48.838709677,0 days 00:50:43.467741935,6.0,3.0,3.0,32,0,3,47,15,2,2,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,8
2022-09-18,22,0 days 00:04:24.409090909,0 days 00:30:07,0 days 00:36:17.909090909,6.0,4.0,1.0,11,0,5,14,8,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
2022-09-19,42,0 days 00:07:01.523809523,0 days 00:37:48.333333333,0 days 00:47:09.619047619,6.0,1.0,12.0,20,1,1,28,14,1,1,8,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13
2022-09-20,48,0 days 00:04:38.416666666,0 days 00:41:24.395833333,0 days 00:48:32.479166666,7.0,6.0,12.0,22,0,3,35,13,0,2,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13
2022-09-21,39,0 days 00:03:01.128205128,0 days 01:13:32.615384615,0 days 00:43:54.769230769,1.0,1.0,6.0,22,0,1,25,14,0,2,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
2022-09-22,41,0 days 00:00:56.317073170,0 days 00:33:51.804878048,0 days 00:35:03.853658536,2.0,2.0,1.0,26,0,2,31,10,0,1,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
2022-09-23,43,0 days 00:02:44.116279069,0 days 00:34:04.511627906,0 days 00:40:25.395348837,4.0,5.0,13.0,21,0,1,25,18,0,2,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9
2022-09-24,44,0 days 00:02:34.340909090,0 days 00:38:12.409090909,0 days 00:42:40.886363636,3.0,5.0,6.0,25,0,6,28,16,0,2,8,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10
2022-09-25,34,0 days 00:02:26.352941176,0 days 00:31:40.441176470,0 days 00:36:06.235294117,4.0,4.0,1.0,18,0,2,21,13,2,0,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12
2022-09-26,52,0 days 00:06:43.673076923,0 days 00:33:41.480769230,0 days 00:43:00.076923076,5.0,7.0,18.0,30,0,4,29,23,0,0,9,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7
2022-09-27,33,0 days 00:18:08.121212121,0 days 02:14:20.727272727,0 days 01:12:36.757575757,5.0,7.0,30.0,16,0,3,21,12,0,1,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
2022-09-28,43,0 days 00:02:22.930232558,0 days 01:04:17.139534883,0 days 00:38:22.348837209,2.0,4.0,36.0,23,0,4,28,15,1,0,10,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8
2022-09-29,43,0 days 00:04:29.488372093,0 days 00:30:41.790697674,0 days 00:37:15.790697674,3.0,4.0,15.0,26,0,3,32,11,0,3,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11
2022-09-30,49,0 days 00:43:22.204081632,0 days 00:42:28.142857142,0 days 01:09:47.102040816,9.0,9.0,17.0,27,0,3,31,18,0,2,11,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,10
2022-10-01,49,0 days 00:03:27.224489795,0 days 00:40:10.408163265,0 days 00:45:31.367346938,4.0,2.0,3.0,35,0,2,23,26,1,3,13,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,12
2022-10-02,39,0 days 00:02:34.794871794,0 days 02:48:31.102564102,0 days 00:34:44.692307692,5.0,1.0,7.0,19,0,1,23,16,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,7
2022-10-03,40,0 days 00:01:37.375000,0 days 01:46:20.400000,0 days 00:45:35.725000,1.0,11.0,8.0,25,0,3,24,16,0,4,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
2022-10-04,37,0 days 00:03:12.270270270,0 days 00:42:27.297297297,0 days 00:47:25.729729729,2.0,8.0,21.0,21,0,1,24,13,0,6,6,7,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,10
2022-10-05,44,0 days 00:20:43.454545454,0 days 01:50:54.863636363,0 days 01:07:21.363636363,3.0,9.0,15.0,23,0,4,25,19,0,3,9,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
2022-10-06,42,0 days 00:10:28.404761904,0 days 00:47:55.928571428,0 days 01:02:05.119047619,7.0,8.0,10.0,22,0,1,33,9,0,4,7,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7
2022-10-07,39,0 days 00:07:43.358974358,0 days 01:06:14.076923076,0 days 00:40:47.948717948,8.0,3.0,8.0,20,0,5,20,19,1,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11
2022-10-08,39,0 days 00:04:19.230769230,0 days 00:34:35.820512820,0 days 00:41:45.538461538,3.0,2.0,0.0,28,0,0,29,10,2,2,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,8
2022-10-09,38,0 days 00:01:42.157894736,0 days 01:08:55.263157894,0 days 00:36:06.131578947,2.0,2.0,0.0,25,0,2,22,16,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10
2022-10-10,40,0 days 00:03:05.875000,0 days 01:05:01.275000,0 days 00:36:45.500000,8.0,3.0,1.0,24,0,2,15,25,1,1,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5
2022-10-11,39,0 days 00:04:17.102564102,0 days 00:37:09.358974358,0 days 00:45:27.179487179,3.0,6.0,10.0,21,0,2,23,16,1,3,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
2022-10-12,51,0 days 00:13:20.196078431,0 days 01:12:20.803921568,0 days 01:01:37.921568627,8.0,7.0,46.0,24,0,6,33,18,2,1,11,6,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11
2022-10-13,37,0 days 00:02:56.621621621,0 days 00:48:03.189189189,0 days 00:54:44.297297297,6.0,9.0,11.0,9,0,5,22,15,2,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
2022-10-14,36,0 days 00:03:54.750000,0 days 01:23:58.500000,0 days 00:51:43.472222222,4.0,5.0,28.0,20,0,5,20,16,2,3,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9
2022-10-15,33,0 days 00:02:06.121212121,0 days 01:26:14.484848484,0 days 00:55:02.939393939,4.0,5.0,1.0,21,0,3,19,14,0,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11
2022-10-16,28,0 days 00:04:26.285714285,0 days 00:28:25.714285714,0 days 00:34:55.678571428,6.0,1.0,4.0,15,0,2,13,15,1,4,4,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6
2022-10-17,39,0 days 00:06:21.128205128,0 days 01:06:58.820512820,0 days 00:46:52.923076923,6.0,4.0,17.0,15,0,2,23,16,0,1,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5
2022-10-18,45,0 days 00:04:20.400000,0 days 00:39:24.200000,0 days 00:45:54.377777777,7.0,1.0,22.0,25,0,1,26,19,0,0,10,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,16
2022-10-19,33,0 days 00:03:49.212121212,0 days 00:53:08.333333333,0 days 01:11:15.484848484,3.0,9.0,7.0,13,0,4,26,7,0,0,11,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
2022-10-20,35,0 days 00:11:06.800000,0 days 00:48:23.257142857,0 days 01:03:19.085714285,10.0,3.0,6.0,17,0,2,18,17,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5
2022-10-21,47,0 days 00:05:11.085106382,0 days 00:34:07.021276595,0 days 00:41:46.234042553,11.0,1.0,20.0,33,0,2,26,21,0,2,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8
2022-10-22,29,0 days 00:02:17.689655172,0 days 01:17:58.068965517,0 days 00:39:12.793103448,3.0,5.0,3.0,16,0,3,18,11,0,3,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6
2022-10-23,26,0 days 00:02:04.538461538,0 days 00:32:52.615384615,0 days 00:37:26.961538461,3.0,0.0,0.0,11,0,5,16,10,1,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
2022-10-24,32,0 days 00:07:42.593750,0 days 00:39:12.656250,0 days 00:49:15.500000,2.0,5.0,10.0,16,0,2,19,13,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
2022-10-25,32,0 days 00:04:12.375000,0 days 00:36:30.093750,0 days 00:43:26.625000,3.0,2.0,28.0,14,0,3,20,12,1,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7
2022-10-26,21,0 days 00:01:40.285714285,0 days 00:45:46.476190476,0 days 00:50:18.714285714,1.0,2.0,21.0,10,0,2,15,6,0,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
2022-10-27,33,0 days 00:03:09.636363636,0 days 00:57:22.333333333,0 days 01:04:02.303030303,4.0,13.0,6.0,22,0,1,20,13,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
2022-10-28,39,0 days 00:04:19.897435897,0 days 00:41:31.461538461,0 days 00:48:04.974358974,6.0,3.0,9.0,16,0,1,26,13,2,2,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
2022-10-29,32,0 days 00:01:11.593750,0 days 01:23:21.718750,0 days 00:43:23.468750,3.0,3.0,2.0,15,0,5,19,13,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
2022-10-30,26,0 days 00:10:01.307692307,0 days 00:30:21.461538461,0 days 00:42:32.923076923,4.0,1.0,1.0,11,0,2,16,10,0,1,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
2022-10-31,33,0 days 00:01:36.636363636,0 days 00:32:07.363636363,0 days 00:36:31.636363636,1.0,4.0,4.0,17,0,0,20,13,0,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
2022-11-01,34,0 days 00:04:10.382352941,0 days 00:46:46.558823529,0 days 00:53:58.205882352,1.0,7.0,15.0,18,0,1,20,14,0,1,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8
2022-11-02,24,0 days 00:01:16.416666666,0 days 00:42:59.541666666,0 days 00:48:14.541666666,1.0,0.0,5.0,10,0,2,12,12,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2022-11-03,39,0 days 00:02:54.589743589,0 days 00:34:53.435897435,0 days 00:39:59.846153846,4.0,7.0,12.0,25,0,6,26,13,1,2,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9
2022-11-04,21,0 days 00:02:29.571428571,0 days 00:44:45.380952380,0 days 00:37:50.047619047,1.0,1.0,2.0,11,0,2,11,10,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4
2022-11-05,36,0 days 00:03:07.805555555,0 days 00:37:06.138888888,0 days 00:41:48.472222222,2.0,4.0,4.0,18,0,0,24,12,0,2,9,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5
2022-11-06,22,0 days 00:02:55.045454545,0 days 01:40:33.590909090,0 days 00:43:37.590909090,3.0,1.0,3.0,10,0,3,16,6,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7
2022-11-07,38,0 days 00:06:50.657894736,0 days 01:22:01.263157894,0 days 00:55:43.973684210,7.0,0.0,19.0,21,0,1,25,13,0,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
2022-11-08,30,0 days 00:02:35.766666666,0 days 00:47:48.166666666,0 days 00:53:10.800000,5.0,1.0,13.0,14,0,2,22,8,0,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
2022-11-09,30,0 days 00:01:09.600000,0 days 00:27:29.133333333,0 days 00:30:50.800000,3.0,3.0,13.0,16,0,2,16,14,0,3,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,6
2022-11-10,36,0 days 00:02:51.027777777,0 days 00:46:36.416666666,0 days 00:52:04.444444444,4.0,6.0,12.0,20,0,3,27,9,1,3,12,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5
2022-11-11,36,0 days 00:02:46.583333333,0 days 00:32:57.805555555,0 days 00:37:54.444444444,0.0,2.0,6.0,21,0,2,17,19,1,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6
2022-11-12,32,0 days 00:05:09.500000,0 days 00:42:25.250000,0 days 00:49:41.312500,2.0,5.0,7.0,16,0,1,19,13,2,2,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6
2022-11-13,30,0 days 00:10:54.266666666,0 days 00:29:57.200000,0 days 00:42:35.833333333,3.0,3.0,0.0,16,0,1,18,12,0,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4
2022-11-14,42,0 days 00:01:56.476190476,0 days 01:15:58.309523809,0 days 00:50:14.928571428,2.0,10.0,74.0,19,0,1,28,14,0,3,7,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12
2022-11-15,34,0 days 00:02:14.970588235,0 days 00:33:50.676470588,0 days 00:38:28.500000,2.0,3.0,51.0,17,0,0,22,12,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6
2022-11-16,38,0 days 00:11:50.105263157,0 days 00:39:29.552631578,0 days 00:53:39.078947368,5.0,10.0,34.0,21,0,1,24,14,0,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
2022-11-17,26,0 days 00:02:06.923076923,0 days 00:31:28.076923076,0 days 00:35:56.730769230,2.0,7.0,5.0,18,0,1,13,13,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
2022-11-18,24,0 days 00:24:52.958333333,0 days 02:28:22.916666666,0 days 00:59:41.958333333,1.0,3.0,7.0,7,0,1,8,16,0,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8
2022-11-19,43,0 days 00:17:30.930232558,0 days 00:33:35.279069767,0 days 00:53:17.906976744,7.0,4.0,3.0,23,0,2,18,25,3,1,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7
2022-11-20,34,0 days 00:03:17.294117647,0 days 01:08:32.264705882,0 days 00:35:52.529411764,7.0,3.0,1.0,21,0,0,19,15,0,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
2022-11-21,33,0 days 00:02:57.757575757,0 days 00:25:09.151515151,0 days 00:31:02.363636363,0.0,0.0,2.0,21,0,2,12,21,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6
2022-11-22,21,0 days 00:19:14.428571428,0 days 00:31:53.571428571,0 days 00:53:49.047619047,3.0,4.0,0.0,12,0,1,14,7,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
2022-11-23,26,0 days 00:02:56.884615384,0 days 00:48:32.653846153,0 days 00:53:40.269230769,1.0,1.0,2.0,13,0,2,14,12,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5
2022-11-24,35,0 days 00:01:40.657142857,0 days 00:32:11.800000,0 days 00:35:52.914285714,0.0,1.0,4.0,21,0,1,24,11,0,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7
2022-11-25,41,0 days 00:36:11.487804878,0 days 00:30:25.609756097,0 days 01:09:03.780487804,6.0,18.0,9.0,22,0,4,16,25,1,3,10,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,22,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,7
2022-11-26,36,0 days 00:01:52.777777777,0 days 00:26:58.027777777,0 days 00:30:39.833333333,2.0,4.0,1.0,24,0,3,22,14,2,2,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5
2022-11-27,28,0 days 00:16:03.035714285,0 days 00:39:25.321428571,0 days 00:57:26.678571428,6.0,3.0,1.0,20,0,2,18,10,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
